,node2vec,gmvae,Unnamed: 0,label,type
770.0,"[-0.671653, -0.100552, 0.377006, 0.357455, -0.766481, 0.327198, -1.37151, -0.188343, -1.28005, 2.11807, 2.12388, 2.51613, -1.54345, -1.21978, -5.70401, -1.90925]","[1.5930681228637695, 0.1526140570640564, 0.14496400952339172, -0.00022118352353572845, -0.7332294583320618, 0.5579481720924377, 0.20598569512367249, -0.5490949153900146, 0.5206326246261597, -0.8625516295433044, 0.20903874933719635, 0.03425504267215729, -0.0592513382434845, -1.3804030418395996, -1.4023163318634033, 1.1045957803726196]",770,"Angiofibroma, sporadic",Endocrine
771.0,"[-0.671756, -0.146657, 0.345519, 0.359909, -0.721508, 0.308127, -1.3221, -0.239995, -1.26089, 2.12195, 2.1226, 2.54941, -1.48271, -1.15828, -5.65551, -1.90343]","[0.5131562352180481, 0.44271981716156006, -0.46317726373672485, -0.1156192421913147, -0.3715502619743347, 1.3018882274627686, 0.7875393629074097, -0.10241326689720154, 0.05672891438007355, -0.3458439111709595, 0.022912871092557907, -0.6127336025238037, 0.3211480975151062, -1.3868192434310913, -2.3083651065826416, -1.3546912670135498]",771,Carcinoid tumor of lung,Cancer
772.0,"[-0.737715, -0.214142, 0.325838, 0.288139, -0.682955, 0.42547, -1.43382, -0.198373, -1.22608, 2.24991, 2.19725, 2.63269, -1.46604, -1.23938, -5.96764, -1.86792]","[0.3780667781829834, -0.013672634959220886, 0.0182865709066391, -0.20902574062347412, -0.4512096047401428, 0.9656767845153809, 0.01867416501045227, -0.4500351548194885, 0.10618146508932114, -0.40529337525367737, -0.13632062077522278, 0.23658707737922668, 0.1866089403629303, -1.2200067043304443, -1.537315845489502, 0.23068135976791382]",772,Multiple endocrine neoplasia,Cancer
773.0,"[-0.664482, -0.127318, 0.336739, 0.33327, -0.726593, 0.303448, -1.33288, -0.195934, -1.28805, 2.14138, 2.10414, 2.56238, -1.54055, -1.18929, -5.74995, -1.90609]","[0.819858193397522, 0.9795170426368713, -0.052829086780548096, 0.08385679870843887, -0.763832688331604, 0.2496575117111206, 0.44554027915000916, -0.4695396423339844, -0.04966266453266144, -0.3240474462509155, -0.06800946593284607, -0.016513556241989136, -0.3254088759422302, -0.825578510761261, -1.3047741651535034, 0.7285181283950806]",773,Parathyroid adenoma,Cancer
774.0,"[-0.672151, -0.115802, 0.353997, 0.357269, -0.717409, 0.301006, -1.35231, -0.188438, -1.2937, 2.14846, 2.12293, 2.5409, -1.49186, -1.21403, -5.73254, -1.89561]","[0.5600405931472778, 0.6939989328384399, 0.2798004150390625, 0.9360703825950623, -0.6983757615089417, 0.14066573977470398, 0.3480735421180725, 0.3906276226043701, 0.6176589131355286, -0.9275553226470947, -1.3350632190704346, -0.10840529203414917, 0.31356576085090637, -0.9591642618179321, -0.8060335516929626, 0.06727251410484314]",774,"Prolactinoma, hyperparathyroidism, carcinoid syndrome",Endocrine
775.0,"[-0.58235, 0.197829, 0.149355, 0.521068, -0.146721, -0.0874838, -1.42448, 0.310739, -0.941599, 1.83686, 2.02349, 1.60479, -0.944948, -0.882973, -4.98381, -1.48928]","[0.6638911366462708, -0.14870917797088623, 0.37950870394706726, 0.27088382840156555, 0.39492085576057434, 0.8766770958900452, -0.3677114248275757, -0.6588417291641235, 0.36026865243911743, -1.0373905897140503, -0.4111097455024719, 0.6656996011734009, -0.3708074390888214, -1.544451355934143, -1.7067365646362305, 0.16833969950675964]",775,Renal cell carcinoma,Cancer
778.0,"[-0.599575, -0.0180839, 0.252601, 0.322157, -0.116054, -0.11156, -0.998878, 0.244089, -1.06727, 1.74824, 1.68985, 1.9681, -1.05064, -1.35346, -4.82883, -1.37431]","[-0.6384662389755249, 0.6366727352142334, 0.07572253048419952, 0.4227924644947052, -0.5738035440444946, 0.4125852584838867, -0.14326690137386322, 0.5174429416656494, 0.0501248836517334, 0.2549405097961426, -0.4577640891075134, 0.062154874205589294, -0.6413165926933289, -0.07414945214986801, 0.23925651609897614, -0.9972572326660156]",778,Bare lymphocyte syndrome,Immunological
779.0,"[-0.567658, 0.0218521, 0.265796, 0.27255, -0.116128, -0.202892, -0.999803, 0.234307, -1.06135, 1.79315, 1.70447, 1.91156, -1.09076, -1.47479, -4.92213, -1.40048]","[-0.5154966711997986, 0.0666036605834961, 0.3295723497867584, 0.15008103847503662, 0.3775961697101593, 0.1066630631685257, -0.374051034450531, -0.8268047571182251, -0.9319096207618713, -0.4957925081253052, 0.770922064781189, 0.4574510455131531, -0.030475586652755737, -0.8604422807693481, -0.5485378503799438, -0.7123255729675293]",779,Multiple sclerosis,Neurological
781.0,"[-0.642419, -0.116261, 0.262512, 0.411512, -0.217156, 0.225041, -1.08682, 0.00378781, -0.786417, 1.60811, 1.46079, 1.64632, -0.624686, -0.912187, -3.82596, -1.24035]","[-0.0743943452835083, -0.01989772915840149, -0.5499286651611328, 0.04042477905750275, 1.0543432235717773, 0.37865209579467773, -0.2125212401151657, -0.2346634715795517, -0.5174565315246582, -0.35739952325820923, 0.6804394125938416, -0.47628384828567505, 0.4903162121772766, -0.5475558638572693, 0.4141424894332886, 1.2923731803894043]",781,Tietz syndrome,Multiple
782.0,"[-0.729526, -0.0398882, 0.271611, 0.538003, -0.113954, 0.192284, -1.30449, -0.0949573, -0.875363, 2.01609, 1.79328, 2.19937, -0.899176, -1.19816, -5.00546, -1.68792]","[-0.2623768746852875, 0.8277060389518738, -0.47173115611076355, 0.17448490858078003, 1.7235140800476074, 0.4517660439014435, 0.7289738059043884, -0.2458118498325348, -0.26195093989372253, -0.047490015625953674, 0.5938243865966797, -0.9056168794631958, 0.15654870867729187, -0.08679357171058655, 0.7441275119781494, 1.1325575113296509]",782,Waardenburg syndrome,Multiple
784.0,"[-0.530501, -0.347772, 0.186758, 0.271744, -0.334832, 0.00162436, -1.15547, -0.0706875, -1.13059, 1.72316, 1.9409, 1.65813, -0.958912, -0.930111, -4.55725, -1.80424]","[1.2157657146453857, -0.10512644052505493, -0.2747713327407837, -0.20149827003479004, -0.09992706775665283, 0.5509300827980042, 0.18797263503074646, 0.7311756610870361, -0.23573598265647888, -0.5193238258361816, -0.3178453743457794, -0.021636515855789185, 0.015387065708637238, -0.6284185647964478, -0.6806317567825317, -0.7249435186386108]",784,Cafe-au-lait spots,Cancer
785.0,"[-0.549232, -0.324155, 0.147627, 0.314979, -0.33296, 0.116432, -1.18077, -0.0541035, -1.1737, 1.6772, 1.84491, 1.53986, -0.900637, -0.903639, -4.6156, -1.72603]","[0.09585380554199219, 0.2953345477581024, 0.13718949258327484, 0.34947046637535095, -0.9481319189071655, 0.5844671726226807, -0.3506526052951813, -0.3005661964416504, -0.36130082607269287, -0.2109411358833313, -0.05266835540533066, 0.3998878002166748, -0.01551617681980133, 0.22460204362869263, -0.3495362401008606, 0.09241577982902527]",785,Muir-Torre syndrome,Cancer
786.0,"[-0.596361, -0.395518, 0.0760829, 0.460374, -0.470245, 0.499048, -1.32902, 0.15067, -1.19559, 2.15314, 2.05629, 2.26549, -0.871842, -1.08007, -5.51466, -1.44632]","[-1.4995578527450562, 0.3116539716720581, 1.8895970582962036, 0.7916598320007324, -1.8204599618911743, 0.44938820600509644, 1.5721267461776733, 1.326829433441162, -0.3305172622203827, 0.4735470116138458, -1.095109462738037, 0.37977519631385803, 1.3497806787490845, 0.28268229961395264, -0.3922305107116699, 0.1388264149427414]",786,Pseudohypoaldosteronism,Endocrine
790.0,"[-0.728093, -0.460958, 0.482966, 0.306861, -0.222935, 0.491043, -0.999117, -0.118603, -1.1218, 1.78067, 1.84316, 1.86694, -0.878669, -0.793907, -4.86234, -1.70523]","[0.564306378364563, -0.9127107858657837, 0.5318774580955505, -0.8745458126068115, 0.44429779052734375, 0.4470213055610657, 0.2063024938106537, 0.36161893606185913, -0.6485835909843445, -0.8521851897239685, 0.199825257062912, 1.1586836576461792, -0.5295002460479736, -0.5616514086723328, -0.705926239490509, -1.0179626941680908]",790,Meningioma,Cancer
792.0,"[-0.476766, -0.354989, 0.137086, 0.436975, -0.323854, 0.327382, -1.01014, 0.151073, -0.859441, 1.77047, 1.5769, 1.67147, -0.597645, -0.972984, -4.11704, -1.08476]","[0.515593409538269, 0.0628141537308693, -1.720324993133545, 0.8403046131134033, -1.1678494215011597, 0.04137853533029556, -1.2703652381896973, 0.7779415845870972, -0.7544068098068237, 0.010805994272232056, 0.9176855683326721, -0.5480484366416931, 0.1407284438610077, 0.619563639163971, -0.47718164324760437, -1.0216180086135864]",792,Myeloperoxidase deficiency,Immunological
793.0,"[-0.42908, -0.284044, 0.265211, 0.91179, -0.257167, 0.089612, -1.39381, -0.721863, -1.01161, 1.96982, 2.10985, 2.4355, -1.27651, -1.8847, -5.63084, -2.0018]","[0.27455732226371765, -1.2749063968658447, 0.9225359559059143, 0.029314812272787094, 0.19689780473709106, 0.012722089886665344, 0.680297315120697, 0.2236536294221878, -0.29502344131469727, 0.6339535713195801, -0.41696882247924805, -0.5560847520828247, 1.5008474588394165, 0.22601941227912903, 0.5611218810081482, 0.33639082312583923]",793,Roussy-Levy syndrome,Multiple
794.0,"[-0.612646, -0.370242, 0.232134, 0.333955, -0.299325, 0.0705564, -1.10784, -0.0185827, -1.20363, 1.64643, 1.95545, 1.64134, -0.954962, -0.929256, -4.55707, -1.79165]","[0.1778743863105774, 0.23042628169059753, 0.3071613609790802, 0.06038695573806763, -0.5235690474510193, 1.1774649620056152, 0.09651867300271988, -0.3927386403083801, -0.5887616276741028, 0.3687228560447693, -0.28620874881744385, 0.6917198896408081, 0.3663683831691742, -0.6299574971199036, -0.49403512477874756, -0.6219340562820435]",794,Lynch cancer family syndrome II,Cancer
795.0,"[-0.628942, -0.382081, 0.293741, 0.307818, -0.299955, 0.236075, -1.02793, 0.077052, -1.24426, 1.73274, 1.83161, 1.73719, -1.00775, -0.861076, -4.68689, -1.87077]","[0.8305189609527588, -0.1233043223619461, 0.017953485250473022, -0.4350226819515228, -0.43380942940711975, 0.39657896757125854, 0.5832312703132629, -0.14784076809883118, -0.7418511509895325, -0.9982172250747681, -0.015284430235624313, 0.2585475742816925, -0.1856309473514557, -0.08270794153213501, -0.5502883791923523, -0.8882142305374146]",795,Neurofibromatosis,Cancer
796.0,"[-1.06086, -0.407534, 0.095055, 0.486876, -0.0918101, 0.258777, -1.57224, -0.276294, -0.748775, 2.61983, 1.78002, 2.34322, -1.49306, -1.44983, -5.88374, -1.42638]","[0.035857975482940674, -0.024159833788871765, 0.19672749936580658, 0.013048291206359863, 0.34696289896965027, -0.7460319995880127, 0.04354435205459595, -0.016295596957206726, 0.7861608266830444, -0.9219272136688232, -1.0117580890655518, 0.5928182005882263, 0.6975039839744568, -0.14165616035461426, -0.10061755776405334, 0.5377463698387146]",796,Cleft palate,Developmental
797.0,"[-1.06509, -0.326799, -0.0233675, 0.458958, -0.0885803, 0.28589, -1.50787, -0.270392, -0.711806, 2.56181, 1.79508, 2.28826, -1.49166, -1.54149, -5.93451, -1.45133]","[0.0638730451464653, -0.4094666540622711, 0.5235825777053833, -1.2946357727050781, 0.7997920513153076, -0.0017213448882102966, 0.24853497743606567, 0.9121023416519165, -0.10390554368495941, 0.05843184143304825, 0.0028274767100811005, 0.7203099131584167, 1.2001659870147705, 0.08358189463615417, -1.2230570316314697, -0.1370232105255127]",797,Hypodontia,Skeletal
798.0,"[-0.993128, -0.326867, -0.0294266, 0.403351, -0.0541743, 0.271899, -1.40796, -0.22967, -0.609318, 2.36603, 1.59947, 2.11431, -1.36651, -1.38412, -5.47577, -1.30689]","[-1.309182047843933, -0.3396691679954529, -0.07662973552942276, -0.35230422019958496, -0.0037890076637268066, -0.34274187684059143, -0.010575592517852783, 0.5148982405662537, -0.0455937385559082, 0.0730932354927063, -0.6502360105514526, 0.920071005821228, -0.05371832847595215, -0.22785721719264984, -0.46424925327301025, 0.22799424827098846]",798,Witkop syndrome,Developmental
799.0,"[-0.307424, -0.306941, 0.0265665, 0.221617, -0.320609, 0.0986379, -0.827926, -0.231878, -0.585657, 1.56964, 1.24072, 1.25928, -0.324594, -0.634384, -3.26688, -1.04802]","[0.7215549349784851, -1.111250638961792, 0.5188009142875671, -0.9845535755157471, 0.15345853567123413, 0.014189094305038452, 0.3940151333808899, -0.022245705127716064, -0.6744286417961121, 0.7915675640106201, -1.4719330072402954, 1.4850395917892456, 1.114711880683899, -1.6361126899719238, 1.3760851621627808, 0.28297266364097595]",799,Parietal foramina,Skeletal
810.0,"[-0.501822, -0.273222, 0.332211, 0.353912, -0.176047, 0.375201, -0.975714, -0.253369, -0.689443, 1.23039, 1.22057, 1.29685, -0.477923, -0.845407, -3.46283, -1.03696]","[0.14350593090057373, 0.042713165283203125, -0.0015553012490272522, 0.5897464156150818, 0.20163199305534363, -0.06332211196422577, -0.4466795325279236, 0.3269011378288269, -1.3014276027679443, -0.9812724590301514, -0.1512117236852646, -0.7505534887313843, -0.0395369753241539, -0.5943014621734619, -0.49866241216659546, -0.10103687644004822]",810,Neurofibrosarcoma,Cancer
814.0,"[-1.11304, -0.358211, 0.202633, 0.365426, -0.332232, 0.0995637, -1.25188, -0.0583185, -1.20773, 1.61128, 1.99675, 1.74915, -1.10744, -1.18972, -4.84115, -1.39797]","[0.6501517295837402, 1.2601641416549683, 1.0559622049331665, 0.22919553518295288, -0.1416340172290802, -0.5521756410598755, 0.17350977659225464, 0.8247506022453308, 1.0866669416427612, 0.19728505611419678, 0.7113914489746094, -0.5360397100448608, 0.06766057759523392, -0.49411970376968384, 0.9750941395759583, 1.1154762506484985]",814,Central core disease,Muscular
815.0,"[-0.709433, -0.247617, 0.295774, 0.556959, -0.21246, 0.55509, -1.18951, 0.00586604, -0.937562, 1.8441, 2.0111, 2.03035, -0.77619, -0.706047, -5.13961, -1.41551]","[0.3866896629333496, 0.23540450632572174, -0.5988499522209167, 0.5559203028678894, 0.5530393719673157, 0.37540221214294434, 0.13648459315299988, -0.12569423019886017, -0.39851102232933044, 0.563086748123169, 0.31772130727767944, -0.7126463651657104, -0.8021383881568909, 0.011539638042449951, 0.08762075006961823, 1.2655044794082642]",815,Carney complex,Multiple
816.0,"[-0.600681, -0.237388, 0.236337, 0.4274, -0.23321, 0.455172, -0.952553, 0.0899404, -0.800147, 1.38001, 1.51318, 1.54702, -0.550478, -0.496927, -3.89194, -1.08171]","[0.44745934009552, 0.6506145596504211, 0.07007727026939392, 0.2302533984184265, 0.3236609697341919, 1.070135235786438, -0.14473885297775269, 0.1834547370672226, -0.10429415851831436, -0.11146263778209686, 0.15002921223640442, -0.4013897776603699, -0.3307670056819916, 0.589733362197876, 0.3500552177429199, 0.20420581102371216]",816,Trismus-pseudocomptodactyly syndrome,Multiple
817.0,"[-0.380133, -0.0557739, 0.106499, 0.613162, -0.169555, -0.177859, -1.48507, -0.189807, -1.32736, 2.08313, 1.7206, 2.24656, -1.13209, -1.00911, -5.69013, -1.26863]","[0.38681888580322266, 0.07342454791069031, -0.487507700920105, -0.0924038365483284, 0.3202630877494812, 0.5354954600334167, -0.5145676732063293, -0.3180871307849884, -0.4227616786956787, 0.22800439596176147, -0.2770252823829651, 0.28139927983283997, 0.7444025278091431, -0.07864201068878174, 0.0037492066621780396, -0.2617884874343872]",817,Epstein syndrome,Hematological
818.0,"[-0.434493, -0.0759703, 0.114887, 0.532993, -0.165364, -0.140078, -1.55361, -0.184093, -1.27573, 2.10865, 1.71597, 2.28082, -1.10032, -1.10636, -5.65369, -1.27119]","[-0.28933101892471313, 0.31059443950653076, -0.06465417146682739, 0.0360490158200264, -0.7868505716323853, -0.12741398811340332, -0.369229793548584, -0.19846965372562408, -0.02297847345471382, -1.1672234535217285, -0.3545375466346741, 0.22779160737991333, -0.24224349856376648, -0.007504113018512726, 0.4298604130744934, -0.3568902015686035]",818,Fechtner syndrome,Multiple
819.0,"[-0.418352, -0.061972, 0.0420987, 0.595422, -0.140841, -0.169795, -1.50679, -0.184047, -1.27866, 2.15075, 1.73397, 2.32057, -1.13451, -1.05262, -5.6803, -1.29166]","[-0.09323110431432724, -0.1716071516275406, -0.9350287914276123, 0.21200205385684967, 0.3747127056121826, 0.2051975280046463, -0.537419319152832, -0.15296638011932373, 0.40353453159332275, -0.04253433644771576, 0.11227821558713913, 0.6802412271499634, -0.15214090049266815, 0.8656826019287109, 0.24255159497261047, -0.5723161101341248]",819,May-Hegglin anomaly,Hematological
820.0,"[-0.448823, -0.115618, 0.0557759, 0.613068, -0.132736, -0.207193, -1.44457, -0.20695, -1.30591, 2.04969, 1.71603, 2.22311, -1.15225, -1.02804, -5.60845, -1.28395]","[0.14942800998687744, -0.4266854524612427, -0.7585200667381287, 0.36505186557769775, 0.08354488015174866, 0.7659823298454285, -0.43369001150131226, -0.2176603376865387, 0.3258984684944153, -0.21335536241531372, 0.3550620675086975, 0.3593771159648895, 0.3054128885269165, 1.0462597608566284, -0.4760036766529083, -0.6282782554626465]",820,Sebastian syndrome,Hematological
822.0,"[-0.688128, -0.378836, 0.341179, 0.614109, -0.157625, -0.0162929, -1.37459, -0.118039, -1.23412, 2.1649, 1.8784, 2.15453, -1.18602, -0.963436, -5.42362, -1.33597]","[-0.35135573148727417, -0.785606324672699, -0.6514082551002502, -0.43396684527397156, 0.046024516224861145, 0.4389115869998932, -0.49740827083587646, 0.1720808446407318, 0.121827632188797, -0.5439628958702087, 1.1969283819198608, -0.5115224719047546, -0.48320314288139343, 0.8047616481781006, 0.13848701119422913, -0.2842819094657898]",822,Usher syndrome,Multiple
826.0,"[-0.519034, 0.0416905, 0.313304, 0.282006, -0.112331, -0.0344383, -0.834536, 0.0909859, -0.804269, 1.30438, 1.37104, 1.67158, -0.647471, -0.783978, -3.44913, -1.36826]","[-0.6006507873535156, -0.5836853981018066, 0.11067503690719604, 0.4917306900024414, -1.3296775817871094, -0.33188313245773315, -0.5663630962371826, 2.605245351791382, -0.041121892631053925, 1.1744663715362549, -1.0248041152954102, 0.24926608800888062, -0.049575164914131165, 0.07411938905715942, 0.2628079354763031, 1.3739999532699585]",826,Nijmegen breakage syndrome,Multiple
828.0,"[-0.995943, -0.572517, 0.339175, 0.551633, -0.162595, 0.16865, -0.886494, -0.0858703, -0.755166, 1.99753, 2.0475, 2.06421, -0.922004, -0.950186, -4.42621, -1.68384]","[0.4952579736709595, 0.2717328369617462, 1.963221788406372, -0.6758847832679749, 0.4777253270149231, -0.11033980548381805, 0.6208783984184265, -0.7818297743797302, -0.23834683001041412, -0.9209671020507812, -0.7327790260314941, -0.14087772369384766, 1.1039280891418457, 0.06008152291178703, -0.07835930585861206, -0.310280978679657]",828,Coats disease,Ophthamological
829.0,"[-1.00154, -0.555666, 0.340445, 0.547974, -0.190562, 0.150417, -0.9446, -0.0972097, -0.790352, 1.98145, 2.06873, 2.02982, -0.932064, -0.979051, -4.41581, -1.68874]","[-0.32253730297088623, 0.8510202169418335, -0.691851794719696, 0.56223064661026, 0.38741788268089294, 1.2368613481521606, 0.526631772518158, -0.6071681976318359, -0.24189390242099762, -0.4800901412963867, -0.24438102543354034, -0.6094931364059448, 0.04930734634399414, 0.9116899967193604, -0.5575355887413025, -0.755838930606842]",829,Norrie disease,Neurological
833.0,"[-0.651482, -0.279826, 0.298061, 0.271809, -0.186678, 0.0700087, -0.905129, 0.106616, -1.14583, 1.75237, 1.74243, 1.86067, -0.961725, -0.856877, -4.34018, -1.78089]","[-0.18042168021202087, 0.4821503758430481, -0.9230660796165466, -0.1195136159658432, -0.2162407487630844, -0.33284854888916016, -0.4127788245677948, -0.4922347068786621, -1.0352652072906494, -1.1995110511779785, -0.3534986674785614, -0.4455544948577881, 0.3426225781440735, -0.3338143825531006, -0.053600333631038666, 0.17727282643318176]",833,Neurofibromatosis,Cancer
